,title,details
513, Petrol ofisi Yakıtınız hiç bitmez kampanyası ile 600 positive puana 10 TL akaryakıt, Petrol Ofisi kampanyaları devam ediyor.Şimdi Petrol ofisi  yeni kampanyası “Yakıtınız Hiç Bitmez” ile 13 Temmuz - 31 Ağustos 2011 tarihleri arasında Positive Card sahipleri her 600 Positive Puan karşılığında 10 TL’lik akaryakıt veya otogaz alabilecekler. (daha&helliip;)
514," Full Petrol Kartal,Ümraniye Dudullu açılışlarına özel %25 indirim"," FULL petrol İstanbul'da yeni istasyonlarını indirimlerle açıyor.FULL KARTal E-5 İSTASYONU SALI GÜNÜ, ÜMRANİYE DUDULLU İSE PERŞEMBE GÜNÜ AÇILIYOR.Açılışta daha önce de olduğu gibi  Benzin-Mazot ve LPG ürünlerinde 12.00-22.00 arasında yüzde 25 indirim sizleri bekliyor kaçırmayın. (daha&helliip;)"
515, Shell oto gazda 2 kat puan kazanma fırsatı, Shell istasyonlarında haziran ayı sonuna kadar Shell Club Smart Card veya Money  Club Card ile Club Smart programına dahil Shell akaryakıt  istasyonlarından yapılan tüm Shell AutoGas alışverişlerinizde  2 kat puan fırsatı sizler bekliyor kaçırmayın.
516, Total madeni yağ kampanyası ile puanlarınızla yağ alabilirsiniz, Total istasyonlarında madeni yağ kampanyası ile Club Total puanları  ile Madeniyağ alabileceksiniz.Kampanya 31 Aralık'a kadar Club  TOTAL üyesi TOTAL istasyonlarında geçerlidir.
517, Full petrol Pazar kampanyası ile %10 indirim, Full Petrol İstasyonlarından yeni bir kampanya daha şimdi Pazar Tarife Kampanyası ile her Pazar sabah saat 08:00 - 11:00  ve akşam 20:00 - 23:00 saatleri arasında %10'a varan indirim kampanyasını kaçırmayın. (daha&helliip;)
518, Axess ile Bp istasyonlarında 4 kere 100 liraya 40 TL bedava akaryakıt, Axess kredi kartı sahipleri  BP istasyonlarında  4 kere 100 TL ve üzeri akaryakıt alarak  40 TL değerinde akaryakıt  kazanıyor.21 Haziran - 4 Ağustos  2011 tarihleri arasında  geçerli olacak kampanyayı kaçırmayın. (daha&helliip;)
519, Petrol Ofisinde öde geç ile ödeme yapanlara %2 indirim fırsatı, Petrol Ofisi istasyonlarında 31 Ağustos'a kadar akaryakıt alışverişlerini Öde Geç ile  yapanlar % 2 indirim kazanıyor. Öde Geç sistemine kayıt olan Positive  Card sahipleri en fazla üç gün içerisinde indirimden faydalanmaya  başlayabilir. (daha&helliip;)
520, Shell’de Turkcell abonelerine özel 40 TL akaryakıt hediye kampanyası," Shell istasyonlarında Turkcell abonelerine özel kampanya ile  20 Haziran - 31 Temmuz 2011 tarihleri arasında Shell Club Smart Card  ile toplam 400 TL tutarında yakıt alan Turkcell aboneleri, 40 TL  değerinde hediye akaryakıt kazanıyor."
521, Petrol ofisinde maximum kart ile 25 TL puan kazanma fırsatı," Maximum kredi kartı sahipleri Petrol Ofisi akaryakıt istasyonlarında Temmuz ayı sonuna kadar  tek seferde ve farklı günlerde  yapacakları her 100 TL'lik akaryakıt alışverişine, yine PETROL OFİSİ  istasyonlarında yapacağınız akaryakıt harcamalarında kullanmak üzere %5  Maxipuan kazanın! Yani 100..."
522, Opet akaryakıt kampanyası ile her 100 TL’ye 5 TL hediye, Opet istasyonlarında  Temmuz ayı sonuna kadar  Bonus kredi kartına özel   her 100 TL'lik akaryakıt harcamasında 5 TL akaryakıt fırsatı sizleri bekliyor.Kaçırmayın ! (daha&helliip;)
523, Shell akaryakıtta Worlde özel 40 TL indirim kampanyası, Shell akaryakıt kampanyası ileWorld kart sahipleri 31 Temmuz 2011 tarihine kadar  farklı günlerde 4  adet tek seferde 100 TL ve üzeri akaryakıt alışverişi yaparak  40 TL indirim kazanabilirsiniz.Kampanyayı kaçırmayın ! (daha&helliip;)
524, Petrol Ofisi %5 akaryakıt indirim kampanyası, Petrol Ofisi kazandırmaya devam ediyor.Şimdi Petrol ofisi İstasyonlarında bedava akaryakıt dönemi başladı.15 Haziran 2011 tarihine kadar tek seferde 100 TL ve üzeri akaryakıt harcamalarınıza %5 indirim kampanyasını kaçırmayın. (daha&helliip;)
525, Petrol ofisi bedava akaryakıt kampanyası, Petrol ofisi kazandırmaya devam ediyor.Positive Card üyesi tüm Petrol Ofisi istasyonlarında 10 Mayıs-10 Ağustos  2011 tarihleri arasında Positive Card'ını kullanarak 800 puan toplayan  V/Max Benzin ve Eurodizel müşterileri 20 TL değerinde; 4.000 puan  toplayan Prodizel müşterileri ise...
526, Petrol ofisi maxima yağlarda 4 lt yağlarda 1 lt hediye kampanyası," Petrol ofisi maxima madeni yağlarda yaz kampanyası başladı.Kampanya kapsamında Haziran ayı sonuna kadar 4lt maxima 5W-30, maxima 5W-40, maxima 10W-40                    ..."
527," Full Petrol Başakşehir,İkitelli açılışına özel %25 indirim", Full Petrol Akartyakı istasyonları açılmaya devam ediyor.İstanbul Full Basaksehir-İkitelli açılışına özel  %25 indirim fırsatı 24 Mayıs günü sizleri bekliyor.Kaçırmayın adres için   haritaya bakabilirsiniz. (daha&helliip;)
528, Total’de Avea aboneleri 2 kat total puan kazanıyor, Total akaryakıt istasyonlarında Avea abonelerine özel kampanya ile Haziran ayı sonuna kadar clubTotal sistemine kayıtlı aktif Avea hatlı müşteriler Total  istasyonlarından yapacakları akaryakıt veya LPG alışverişleri  karşılığında 2 kat Total Puan kazanıyor fırsatı kaçırmayın  (daha&helliip;)
529, Full Petrol 19 Mayıs kampanyası ile %14 indirim fırsatı, Full Petrol 19 mayıs kampanyası kapsamında %14 indirim sunuyor.%7'ye varan indirimlerin üzerine ekstra % 7 indirim herkese armağan olsun. (daha&helliip;)
530, Ankara Ucuz Lpg kampanyası Aktaş Milangaz 1.68 TL, Ankaralı Lpg'li araç sahibi kampanyabul takipcileri için güzel bir haberimiz var.Oto gazda yıllardır ucuz fiyat ve kaliteli gazı ile bilinen Aktaşta kampanya indirimi ile Lpg litresi 1.68 TL.Adres ANKARA PLEVNE CADDESİ ÜZERİ
531, Petrol Ofisinde Positive Card ile 100 TL akaryakıt kazanın, Petrol Ofisi istasyonlarında Positive card kazandırmaya devam ediyor.Şimdi 10 Agustos  2011 tarihine kadar  Positive kartını  kullanarak 800 puan toplayan V/Max Benzin ve Eurodizel müşterileri 20 TL  değerinde; 4.000 puan toplayan Prodizel müşterileri ise 100TL değerinde  hediye...
532, Teb Total kartla Total istasyonlarında sürekli %5 indirim fırsatı, Total istasyonlarından TEB TOTAL  kredi kartınızla tüm akaryakıt ve  otogaz alışverişlerinizde anında ve sürekli %5 indirim* kazanın akaryakıtı ucuza getirin. (daha&helliip;)
533, Maximum Opet kampanyası ile 50 TL maxi puan hediye, Maximum kredi kartı sahipleri Opet istasyonlarında farklı günlerde ve tek seferde yapacakları 100 TL  ve üzeri 5. akaryakıt alışverişlerinde 50 TL MaxiPuan hediye.Kampanyayı kaçırmayın ! (daha&helliip;)
534, Bp istasyonlarında 4 adet 100 TL akaryakıt alımınıza 40 TL hediye, BP istasyonlarında world kredi kartına özel olarak tek seferde yapacağınız 100 TL ve üzeri 4. akaryakıt alışverişlerinize 40 TL'lik akaryakıt hediye ediliyor.Güzel bir akaryakıt kampanyası son dönemlerin en avantajlı kredi kartı tartışmasız Yapı-Kredi world kart. (daha&helliip;)
535, Full Petrol 23 Nisan özel %7 akaryakıt indirimi, Full petrol istasyonları'nda kampanya ve indirimler devam ediyor.Şimdi  her gün geçerli %7'ye varan indirimlerin üzerine 23 Nisan'a özel ekstra %7 indirim fırsatını kaçırmayın !
536, Petrol Ofisi Positive Card ile bedava akaryakıt kazanın, Petrol Ofisi istasyonlarından  Positive Card ile yapacağınız akaryakıt  alışverişlerinde bedava akaryakıt kazanabilirsiniz. Mayıs ayı sonuna kadar  geçerli kampanyada bugüne kadar biriktirdiğiniz puanlarınızı da kullanabilirsiniz fırsatı kaçırmayın ! (daha&helliip;)
537, Shell bedava akaryakıt kampanyası, Shell akaryakıt istasyonlarında  1 Nisan- 31 Mayıs tarihleri arasında Shell Club Smart Card  veya Money Club Kart ile her 100 TL ve üzeri  yakıt alarak çekilişe katılıp hediye akaryakıt kazanabilirsiniz. (daha&helliip;)
538, Total maximum karta özel 3 defa 100 TL akaryakıta 30 TL maxipuan, Total akaryakıt istasyonlarında Maximum kredi Kartı kullanıclarına  30 TL Maxi Puan Hediye! Nisan ayı boyunca  Maximum  üyesi TOTAL istasyonlarından Maximum Kart ile farklı günlerde 3 kez tek  seferde 100 TL ve üzeri akaryakıt veya otogaz alışverişi yapan ...
539, Cardfinans BP 3 defa 100 TL akaryakıta 30 TL indirim kampanyası, Cardfinans kredi kartı sahipleri Bp istasyonlarında 17 Nisan 2011 tarihine kadar  üç defa  100 TL ve üzeri  akaryakıt alışverişi yaparak 4. akaryakıt alımlarında 30 TL indirim kazanıyor.Fırsatı kaçırmayın !Dödüncü alışveriş miktarının en az 30 lira olması gerekliliğini unutmayın.Banka kampanyaları...
540, Full İstasyonlarında Pazar Gecesi Akaryakıta %7+%2 indirim fırsatı, Full Petrol inanılmaz akaryakıt indirimleri yapmaya devam ediyor.Her açtığı istasyonda harika indirim yapan Full şimdi Pazar geceleri akaryakıt alımlarınıza %7+%2 indirim fırsatı sunuyor.2 Mayıs 2011 tarihine kadar geçerli olacak kampanya ile  her Pazar  02:00'den 12:00'ye kadar %7'ye varan indirimler...
541, Bp club kart kampanya fırsatı, Bp istasyonlarında 1 Mart 2011 tarihinde itibaren Akaryakıt ve oto gaz alan BP Club kart  üyeleri BP Club puanlarını para yerine kullanabilecekler! Üstelik her  bir litrelik akaryakıt yada BP Auto LPG alımında daha fazla BP Club puan ...
542, Total istasyonlarında Club total kart ile 2 kat puan kazanın, Total istasyonlarında ClubTOTAL kart sahipleri Mart ayı sonuna kadar yapacakları akaryakıt veya otogaz alışverişlerinde iki kat ClubTOTAL  puanı kazanıyor ve böylece daha fazla BEDAVA AKARYAKIT alma şansına  sahip oluyor.Kampanyayı kaçırmayın ! (daha&helliip;)
543, Shell bedava akaryakıt kampanyası ile 40 TL indirim," Shell istasyonları kazandırmaya devam ediyor.14 Mart tarihine kadar Shell İstasyonları'nda 4 adet  100 TL ve üzeri alışveriş yapan müşteriler, 15 - 25 Mart tarihleri  arasında bir daha World üyesi istasyonları'nda minimum 40 TL akaryakıt  alımı yaptığında kart..."
544, Total Club TOTAL kart ile 2 kat bedava akaryakıt kazanma fırsatı, Kaliteli akaryakıtın adresi total müşterilerine özel ClubTOTAL kart ile 1 Mart ile 31 Mart 2011 tarihleri arasında  yapacakları akaryakıt veya otogaz alışverişlerinde iki kat ClubTOTAL  puanı kazanıyor ve böylece daha fazla BEDAVA AKARYAKIT alma şansına  sahip oluyor....
545, Full Petrol 14 Şubat %14 akaryakıt indirimini kaçırmayın, Full petrol istasyonlarında 14 Şubat sevgililer gününe özel %14 indirim fırsatını kaçırmayın.Sevgiliniz olsada indirim olmasada Full indirim sizleri bekliyor. (daha&helliip;)
546, World ile Shell’de dört adet 100 lira alışverişe 40 TL değerinde akaryakıt hediye, Shell akaryakıt istasyonlarında  World kredi kartı sahipleri alacakları  dördüncü 100 TL ve üzeri akaryakıta 40 TL değerinde akaryakıt kazanacak fırsatı kaçırmayın.
547, Full Petrol Harem Açılışı %25 indirim fırsatı, Full petrol Kadıköy-Harem otogarı karşısında 02 Şubat tarihinde açılıyor. Bugün saat 12.00 ile 24.00 arasında tüm akaryakıt ürünleri %25 indirimli ve diğer günler de %7 indirimli akaryakıt fırsatını kaçırmayın.
548, Petrol ofisi positive card ile bedava akaryakıt fırsatı, Petrol Ofisi  istasyonlarından temin edebileceğiniz Positive Kart ile her 300 Positive Puanınıza  5 TL'lik  akaryakıt ya da otogaz hediye edilecektir.Positive card almayı unutmayın. (daha&helliip;)
549, Shell Fuel Save yakıt gerçekten ekonomikmi ?, Shell'den yeni bir yakıt türü daha ortaya çıktı.Shell FuelSave Kurşunsuz 95 adı verilen yakıt her depoda 1 litreye kadar tasarruf sağlıyomuş.Akaryakıt fiyatlarının her ay yüzde 1 arttığı bir ülkede satış yaptıklarından haberleri yok galiba.Fuel save alıp denemek lazım performans nasıl...
550, Petrol ofisi istasyonlarında Avukatlara %3 indirim kampanyası, Türkiye Barolar birliği üyeleri artık Petrol ofisi sadakat programından yararlanabilecek.Kampanya kapsamında avukatlar akaryakıtlarını %3 indirimle alabilecek Avukat Kimlik  Kartları veya Barokartları ile Positive Card'ın ÖDE-GEÇ özelliğinden de  yararlanacaklar (daha&helliip;)
551, Petrol Ofisinde Axess ile dördüncü 100 TL Akaryakıta 40 TL değerinde akaryakıt hediye, Petrol ofisi istasyonlarında Axess kart sahiplerine özel bir kampanya.28 Şubat tarihine kadar Axess ile yapacağınız dördüncü 100 lira akaryakıta 40 TL değerinde akaryakıt hediye edilecektir.Fırsatı kaçırmayın ! (daha&helliip;)
552, Full Petrol istasyonlarında indirimli benzin 3.75 TL," Full petrol Trükiyede indirimli akaryakıtın yeni adresi oldu.Kaliteli ve hesaplı akaryakıt satışı yapan Full şimdi full İstasyonları'nda  97 oktan fiyatımız, 95  oktan piyasa ortalamasının da altında. 95 oktan piyasa fiyatı 3,86 TL  iken 97 oktan FULL fiyatı 3,75..."
553, Bp istasyonlarında teflon tava hediye kampanyası, Bp akaryakıt istasyonlarında Ocak ayı sonuna kadar Bp club üyeleri toplamda 150 lira ve üzerindeki akaryakıt ve otogaz alımlarında  anında 15-20 lira değerinde Mehtap teflon tava kazanın.Daha sonraki 2. 150 lira alışverişde ve üçüncüde 3'lü teflon setini tamamlayacaklardır.
554, Shell kampanyası ile Turkcell’liler kazanıyor, Shell akaryakıt istasyonlarında 8 Mayıs tarihine kadar Turkcell aboneleri binlerce dakika ve sürpriz hediyeler kazanıyor.
555, Sarıgazi Full Petrol Açılışına Özel %20 indirim fırsatı, Full petrol açılışları ve harika indirimler devam ediyor.Sarıgazi full petrol açılışı 28 Aralık Salı günü yapılacak.Açılışa özel tüm akaryakıt ürünlerinde %20 indirim olacak Lpg'de buna dahil.Saat 12.00 ile 00.00 saatlari arasında geçerli olacak indirimi kaçırmayın. (daha&helliip;)
556, Fish Card ile 3 kere 100 liraya 40 TL chip para," 31 Aralık'a kadar FISH' card ile BP istasyonlarından 3 kere 100 TL ve üzeri akaryakıt alın, 40 TL chip-para kazanın!"
557, Teb Total Kredi kartı Bmw 1.16 kazanma şansı," 01 Aralık 2010- 31 Ocak 2011 tarihleri arasında TEB TOTAL Card veya ek kart sahibi olun, BMW 116i kazanma şansı yakalayın.                   ..."
558, Teb Total Card ile %5 indirim ve Bmw 1.16i kazanma şansı yakalayın," Teb ve Total işbirliği ile akaryakıt harcamlarınız yeni bir araba için size şans veriyor.1 Aralık 2010 - 31 Ocak 2011 tarihleri arasında TEB TOTAL Card veya ek  kart sahibi olun, hem akaryakıt ve otogazda %5 indirim hem de BMW..."
559, Opet’te World Card ile 100 TL Alışverişe çeyrek bilet fırsatı," Yılbaşında büyük talihli bilet satın almadan belkide siz olabilirsiniz.29 Kasım-31 Aralık 2010 tarihleri arasında OPET'ten Fortis Worldcard ile  tek seferde yapılan her 100 TL'lik alışverişe, Milli Piyango yılbaşı  çekilişine çeyrek bilet hediye! Üstelik bir değil, iki değil, tam..."
560, Axess ile Bp istasyonlarında 3 kere 100 TL alışverişe 40 TL chip para," Axess BP işbirliği ile 40 TL chip para kazanın.Axess'inizle BP istasyonlarından 3 kere 100 TL ve üzeri akaryakıt alın; 40 TL chip-para kazanın.
(daha&helliip;)"
561, Petline su bardağı ve sıvı sabun fırsatı," Petline istasyonlarına gelen ve 25 TL'lik akaryakıt veya oto gaz alımı  yapan her müşterisine su bardağı, 50 TL'lik akaryakıt veya oto gaz alımı  yapan herkese de sıvı sabun hediye ediyor."
562, Opet’te world card ile milli piyango çeyrek bilet fırsatı," 29 Kasım-31 Aralık 2010 tarihleri arasında Opet'ten Wordcard'ınızla tek  seferde yapacağınız her 100 TL'lik alışverişe, Milli Piyango yılbaşı  çekilişine çeyrek bilet hediye! Üstelik bir değil, iki değil tam 4 kere! (daha&helliip;)"
563, Opet paro kart kampanyası ve indirimi, Opet'te akaryakıt harcamalarınızı yapın hemde paro puanlar kazanın.30 Kasım tarihine kadar Opet'ten Parolu Kart'ınızla yapacağınız 100  TL'lik akaryakıt alışverişi yapanlara 5 TL değerinde Paropuan hediye!              ...
564," Full Petrol ataşehir, sancaktepe, beylikdüzü, gebze istasyon açılış kampanyası yüzde 25 indirim"," Full Ataşehir ve Full Sancaktepe 11 Kasım 2010 Perşembe, Full beylikdüzü  ve Full Gebze 12 Kasım 2010 Cuma günü açılıyor. Açılışa özel sadece bir  gün boyunca tüm akaryakıt alışverişlerinizde %25'e varan indirimler  sizi bekliyor. Ayrıca açılış sonrasında..."
565, Shell istasyonlarında Turkcell kampanyası," 1 Kasım 2010 - 1 Mayıs 2011 tarihleri arasında Shell  İstasyonlarında Turkcell'lilere özel Club Smart Card veya Money Club  Kart ile yapacakları aylık 200 TL ve üzeri akaryakıt/otogaz  alışverişlerinde 50 ekstra Smart Puan, 300 TL ve üzeri..."
566, Shell’de Cardfinans ile 40 tl parapuan, 3 Kasım -17 Aralık 2010 tarihleri arasında anlaşmalı Shell  istasyonlarında Finansbank kredi kartlarıyla Finansbank POS'ları  üzerinden farklı günlerde ve tek seferde yapılacak dördüncü 100 TL ve  üzeri akaryakıt alımına 40 TL değerinde ParaPuan verilecektir. (daha&helliip;)
567, Avea-Opet kampanyaları hakkında," Avea Kurumsal İş Birimi Direktörü Tunç Taşman, Opet işbirliğiyle  başlatılan akaryakıt kampanyasıyla KOBİ ve esnafın iletişimden sonra en  önemli gider kalemlerinden biri olan ulaşım maliyetlerini de  hafifleteceklerini bildirdi.  (daha&helliip;)"
568, Petrol Ofisi maxima RN 5W-30 motor yağı satışta," Madeni yağ sektöründe Türkiye'nin en yüksek üretim kapasitesine ve en  yaygın satış ağına sahip şirketi Petrol Ofisi, son teknolojileri dünya  ile aynı anda takip etmeye, gelişen motor teknolojisi ve araç  üreticilerinin talepleri doğrultusunda, yüksek teknolojili ürünleri ..."
569, Total Dinamolu el feneri hediye kampanyası, Total dinamolu el feneri kampanyası yeniden başladı.1 Kasım ile 31 Aralık 2010  tarihleri arasında  Total akaryakıt  istasyonlarından tek seferde yapılacak 100 TL'lik akaryakıt veya  toplamda 75 TL'lik otogaz alışverişlerinde dinamolu el feneri hediye! (daha&helliip;)
